"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,26254,UFTM,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,26255,UFVJM,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,12,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,26291,CAPES,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,157,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,26266,UNIPAMPA,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,80,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,26273,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,26282,UFV,UNIVERSIDADE FEDERAL DE VICOSA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,148,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,26352,UFABC,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,26260,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,26264,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,170,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,26267,UNILA,UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,179,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,26442,UNILAB,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,173,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,26447,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,149,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251,UFT,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,26253,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,26240,UFPB,UNIVERSIDADE FEDERAL DA PARAIBA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,175,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,26440,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,176,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,26230,UNIVASF,FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,172,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,26448,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,182,UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,26452,UFCAT,UNIVERSIDADE FEDERAL DE CATALAO,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,183,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,26453,UFJ,UNIVERSIDADE FEDERAL DE JATAI,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,184,UFR,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,26454,UFR,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,185,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,26455,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,186,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,26456,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,SIAFI
10,MEC,MINISTÉRIO DA EDUCAÇÃO,52,IFRN,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",26435,IFRN,IFRN,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,172,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,26448,UNIFESSPA,UNIV. FEDERAL DO SUL E SUDESTE DO PARA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,140,IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",26420,IFFARROUP,IFFARROUP,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,132,IFSULMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",26412,IFSULMG,IFSULMG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,184,UFR,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,26454,UFR,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,174,UFCA,UNIVERSIDADE FEDERAL DO CARIRI,26449,UFCA,UFCA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,53,IFBA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",26427,IFBA,IFBA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,51,IFPI,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",26431,IFPI,IFPI,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,185,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,26455,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,13,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,26106,FNDE,FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,58,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,26258,UTFPR,CENTRO FED. DE EDUCACAO TECNOL.DO PARANA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,148,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,26352,UFABC,UFABC,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,44,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,26236,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,26240,UFPB,UNIVERSIDADE FEDERAL DA PARAIBA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,116,IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",26407,IFGOIANO,IFGOIANO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,144,IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",26409,IFMG,IFMG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,43,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,26245,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,149,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251,FUFT,FUFT,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,26260,UNIFAL-MG,ESCOLA DE FARM. E ODONTOLOGIA DE ALFENAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,68,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,26262,UNIFESP,UNIVERSIDADE FEDERAL DE SAO PAULO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,67,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,26263,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,16,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,26269,UNIRIO,UNIVERSIDADE DO RIO DE JANEIRO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,74,UNB,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,26271,UNB,FUNDACAO UNIVERSIDADE DE BRASILIA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,26282,UFV,UNIVERSIDADE FEDERAL DE VICOSA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,103,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,26285,FUNREI,FUND DE ENS SUPERIOR DE SAO JOAO DEL REI,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,111,UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,26350,UFGD,UFGD,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,211,INES,Instituto Nacional de Educação de Surdos,26104,INES,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,11,INEP,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,26107,INEP,INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,39,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,26235,UFGO,UNIVERSIDADE FEDERAL DE GOIAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,166,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,26252,UFCG,UFCG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,26253,UFRA,FACULDADE DE CIENCIAS AGRARIA DO PARA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,57,IFSP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",26439,IFSP,IFSP,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,175,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,26440,UFFS,UFFS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,179,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,26442,UNILAB,UNILAB,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,171,UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,26450,UFESBA,UFESBA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,15,FUNDAJ,FUNDAÇÃO JOAQUIM NABUCO,26292,FJN,FUNDACAO JOAQUIM NABUCO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,139,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",26417,IFPB,IFPB,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,146,IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",26419,IFRS,IFRS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,168,IFAP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",26426,IFAP,IFAP,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,176,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,26230,UNIVASF,UNIVASF,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,32,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,26239,UFPA,UNIVERSIDADE FEDERAL DO PARA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,45,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,26241,UFPR,UNIVERSIDADE FEDERAL DO PARANA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,47,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,26244,UFRGS/RS,UNIVERSIDADE FED. DO RIO GRANDE DO SUL,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,26250,UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,26264,UFERSA-RN,ESCOLA SUP. DE AGRICULTURA DE MOSSORO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,76,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,26274,UFU,FUNDACAO UNIV. FEDERAL DE UBERLANDIA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,102,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,26286,UNIFAP,FUNDACAO UNVERSIDADE FEDERAL DO AMAPA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,56,IFG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",26429,IFGO,IFGO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,134,IFSERTAOPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",26430,IFSERTPE,IFSERTPE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,100,UFRB,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,26351,UFRB,UFRB,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,37,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,26231,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,34,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,26243,UFRN,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,49,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,26249,UFRRJ,UNIV. FEDERAL RURAL DO RIO DE JANEIRO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,26255,UFVJM,FAC FEDERAL DE ODONTOLOGIA DE DIAMANTINA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,170,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,26267,UNILA,UNILA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,69,UFAM,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,26270,FUAM,FUNDACAO UNIVERSIDADE DO AMAZONAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,75,UFMT,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,26276,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,55,CEFET-RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,26256,CEFET/RJ,CENTRO FED. ED. TEC. CELSO S. FONSECA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,66,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,26261,UNIFEI,ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,86,UFCSPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,26284,UFCSPA,FUND. FAC. FED. CIENC. MED. PORTO ALEGRE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,167,IFAC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",26401,IFAC,IFAC,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,150,IFPR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",26432,IFPR,IFPR,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,35,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,26242,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,46,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,26246,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,26254,UFTM,FAC. DE MEDICINA DO TRIANGULO MINEIRO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,125,IFNMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",26410,IFNORTEMG,IFNORTEMG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,141,IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",26421,IFRO,IFRO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,115,IFS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",26423,IFSE,IFSE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,130,IFTO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",26424,IFTO,IFTO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,153,UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,26441,UFOPA,UFOPA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,131,IFES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",26406,IFES,IFES,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,88,UNIR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,26268,UNIR,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,109,IFRR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",26437,IFRR,IFRR,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,183,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,26453,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,188,UFNT,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,26457,UFNT,UNIVERSIDADE FEDERAL NORTE DO TOCANTINS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,26105,IBC,Instituto Benjamin Constant,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,186,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,26456,UFAPE,UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,157,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,26266,UNIPAMPA,UNIPAMPA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,182,UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,26452,UFCAT,UNIVERSIDADE FEDERAL DE CATALAO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,72,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,26279,UFPI,UNIVERSIDADE FEDERAL DO PIAUI,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,79,UFSCAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,26280,FUFSCAR,UNIVERSIDADE FEDERAL DE SAO CARLOS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,41,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,26237,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,48,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,26247,UFSM/RS,UNIVERSIDADE FEDERAL DE SANTA MARIA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,54,CEFET-MG,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,26257,CEFET/MG,CENTRO FED. DE EDUC. TECNOLOGICA DE MG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,70,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,26275,UFAC,UNIVERSIDADE FEDERAL DO ACRE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,77,FUFOP,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,26277,FUFOP,FUNDACAO UNIV. FEDERAL DE OURO PRETO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,12,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,26298,CAPES,FUND COORD APERF PESSOAL NIVEL SUPERIOR,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,120,IFMA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",26408,IFMA,IFMA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,128,IFSUDMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",26411,IFSUDMG,IFSUDMG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,60,IFSUL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",26436,IFSRIOGRAN,IFSRIOGRAN,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,59,IFSC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",26438,IFSC,IFSC,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,145,IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",26416,IFPA,IFPA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,33,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,26233,UFCE,UNIVERSIDADE FEDERAL DO CEARA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,129,IFTM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",26413,IFTRIANMG,IFTRIANMG,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,119,IFMT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",26414,IFMT,IFMT,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,114,IFMS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",26415,IFMS,IFMS,SIAPE
