"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE"
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,38000,CADE,CONSELHO ADMINIST.DE DEFESA ECONOMICA,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,20000,MJ,MINISTERIO DA JUSTICA,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,704,DPRF,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,235884,ANPD,AUTORIDADE NACIONAL DE PROTEÇÃO DE DADOS,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,28,CADE,Conselho Administrativo de Defesa Econômica,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,Ministério da Justiça e Segurança Pública,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,44205,ANA,AGENCIA NACIONAL DE AGUAS,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,20701,IBAMA,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,44206,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RJ,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,44206,JBRJ,JBRJ,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,156,ICMBIO,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,44207,ICMBIO,ICMBIO,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,40211,MMA,MINISTERIO DO MEIO AMBIENTE,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,40701,IBAMA,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,44205,ANA,ANA,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,40111,MMA,MINIST.MEIO AMB.REC.HID.E AMAZONIA LEGAL,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,Ministério do Meio Ambiente e Mudança do Clima,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,94,IBAMA,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,136,ANA,Agência Nacional de Águas e Saneamento Básico,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,95,JBRJ,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,156,ICMBIO,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,156,ICMBIO,Instituto Chico Mendes de Conservação da Biodiversidade,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,32210,ANEEL,AGENCIA NACIONAL DE ENERGIA ELETRICA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,123,EPE,EMPRESA DE PESQUISA ENERGÉTICA,32314,EPE,EMPRESA DE PESQUISA ENERGETICA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,32396,ANM,AGENCIA NACIONAL DE MINERACAO,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32000,MME,MINISTERIO DE MINAS E ENERGIA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32205,ANP,AGENCIA NACIONAL DO PETROLEO,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32300,ANP,AGENCIA NACIONAL DO PETROLEO,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,32200,ANEEL,AGENCIA NACIONAL DE ENERGIA ELETRICA,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32000,MME,MINISTERIO DE MINAS E ENERGIA,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,32396,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,273855,ANSN,AUTORIDADE NACIONAL DE SEGURANÇA NUCLEAR,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,Ministério de Minas e Energia,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,124,ANEEL,Agência Nacional de Energia Elétrica,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,25281,ANP,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,181,ANM,Agência Nacional de Mineração,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,123,EPE,EMPRESA DE PESQUISA ENERGÉTICA,123,EPE,Empresa de Pesquisa Energética,SIORG
202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,MINISTÉRIO DAS MULHERES,81200,MMULHERES,MINISTERIO DAS MULHERES,SIAPE
202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,Ministério das Mulheres,SIORG
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,58000,MPA,MINISTERIO DA PESCA E AQUICULTURA,SIAFI
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,13200,MPA,MINISTERIO DA PESCA E AQUICULTURA,SIAPE
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,Ministério da Pesca e Aquicultura,SIORG
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,30202,FUNAI,FUNDACAO NACIONAL DO INDIO,SIAFI
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,17200,MPI,MINISTERIO DOS POVOS INDIGENAS,SIAPE
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,30202,FUNAI,FUNDACAO NACIONAL DO INDIO,SIAPE
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,Ministério dos Povos Indígenas,SIORG
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,21,FUNAI,Fundação Nacional dos Povos Indígenas,SIORG
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,61201,IPEA,INSTITUTO DE PESQUISA ECONOMICA APLICADA,SIAFI
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,25206,IPEA,INSTITUTO DE PESQUISA ECONOMICA APLICADA,SIAFI
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,2,IBGE,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,25205,IBGE,FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA,SIAFI
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,17300,MP,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,SIAPE
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,45206,IPEA,INSTITUTO DE PESQUISA ECONOMICA APLICADA,SIAPE
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,2,IBGE,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,45205,IBGE,FUND. INST. BRASIL. GEOG. E ESTATISTICA,SIAPE
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,200,MPO,Ministério do Planejamento e Orçamento,SIORG
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,2,IBGE,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,2,IBGE,Fundação Instituto Brasileiro de Geografia e Estatística,SIORG
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,3,IPEA,Instituto de Pesquisa Econômica Aplicada,SIORG
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,159,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,68201,ANTAQ,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,SIAFI
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,161,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,52201,ANAC,AGENCIA NACIONAL DE AVIACAO CIVIL,SIAFI
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,161,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,20214,ANAC,AGENCIA NACIONAL DE AVIACAO CIVIL,SIAFI
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,159,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,39251,ANTAQ,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,SIAFI
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,159,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,39251,ANTAQ,ANTAQ,SIAPE
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,49100,MPOR,MINISTERIO DE PORTOS E AEROPORTOS,SIAPE
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,161,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,52201,ANAC,ANAC,SIAPE
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,159,ANTAQ,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,159,ANTAQ,Agência Nacional de Transportes Aquaviários,SIORG
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,204,MPOR,Ministério de Portos e Aeroportos,SIORG
204,MPOR,MINISTÉRIO DE PORTOS E AEROPORTOS,161,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,161,ANAC,Agência Nacional de Aviação Civil,SIORG
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,97,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,37202,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,SIAFI
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,155,PREVIC,SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR,33206,PREVIC,SUPERINT.NACIONAL DE PREVIDENCIA COMPLEMENTAR,SIAFI
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,33000,MPS,MINISTERIO DA PREVIDENCIA SOCIAL,SIAFI
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,33100,MPS,MINISTERIO DA PREVIDENCIA SOCIAL,SIAPE
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,97,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,57202,INSS,INSTITUTO NACIONAL DE SEGURO SOCIAL,SIAPE
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,155,PREVIC,SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR,33206,PREVIC,PREVIC,SIAPE
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,206,MPS,Ministério da Previdência Social,SIORG
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,97,INSS,INSTITUTO NACIONAL DO SEGURO SOCIAL,97,INSS,Instituto Nacional do Seguro Social,SIORG
206,MPS,MINISTÉRIO DA PREVIDÊNCIA SOCIAL,155,PREVIC,SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR,155,PREVIC,Superintendência Nacional de Previdência Complementar,SIORG
18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,25,FUNAG,FUNDAÇÃO ALEXANDRE DE GUSMÃO,35201,FUNAG,FUNDACAO ALEXANDRE DE GUSMAO,SIAFI
18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,35000,MRE,MINISTERIO DAS RELACOES EXTERIORES,SIAPE
18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,25,FUNAG,FUNDAÇÃO ALEXANDRE DE GUSMÃO,35201,FAG,FUNDACAO ALEXANDRE DE GUSMAO,SIAPE
18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,18,MRE,Ministério das Relações Exteriores,SIORG
18,MRE,MINISTÉRIO DAS RELAÇÕES EXTERIORES,25,FUNAG,FUNDAÇÃO ALEXANDRE DE GUSMÃO,25,FUNAG,Fundação Alexandre de Gusmão,SIORG
26,MS,MINISTÉRIO DA SAÚDE,27,FIOCRUZ,FUNDAÇÃO OSWALDO CRUZ,36201,FIOCRUZ,FUNDACAO OSWALDO CRUZ,SIAFI
26,MS,MINISTÉRIO DA SAÚDE,135,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,36213,ANS,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,SIAFI
26,MS,MINISTÉRIO DA SAÚDE,26,MS,MINISTÉRIO DA SAÚDE,25000,MS,MINISTERIO DA SAUDE,SIAPE
26,MS,MINISTÉRIO DA SAÚDE,27,FIOCRUZ,FUNDAÇÃO OSWALDO CRUZ,36201,FIOCRUZ,FUNDACAO OSWALDO CRUZ,SIAPE
26,MS,MINISTÉRIO DA SAÚDE,127,ANVISA,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,36207,ANVS,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,SIAPE
26,MS,MINISTÉRIO DA SAÚDE,135,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,36208,ANS,ANS,SIAPE
26,MS,MINISTÉRIO DA SAÚDE,106,FUNASA,FUNDAÇÃO NACIONAL DE SAÚDE,36205,FUNASA,FUNDACAO NACIONAL DE SAUDE,SIAPE
26,MS,MINISTÉRIO DA SAÚDE,27,FIOCRUZ,FUNDAÇÃO OSWALDO CRUZ,27,FIOCRUZ,Fundação Oswaldo Cruz,SIORG
26,MS,MINISTÉRIO DA SAÚDE,106,FUNASA,FUNDAÇÃO NACIONAL DE SAÚDE,106,FUNASA,Fundação Nacional de Saúde,SIORG
26,MS,MINISTÉRIO DA SAÚDE,127,ANVISA,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,127,ANVISA,Agência Nacional de Vigilância Sanitária,SIORG
26,MS,MINISTÉRIO DA SAÚDE,135,ANS,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,135,ANS,Agência Nacional de Saúde Suplementar,SIORG
26,MS,MINISTÉRIO DA SAÚDE,26,MS,MINISTÉRIO DA SAÚDE,26,MS,Ministério da Saúde,SIORG
205,MT,MINISTÉRIO DOS TRANSPORTES,158,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,39250,ANTT,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,SIAFI
205,MT,MINISTÉRIO DOS TRANSPORTES,160,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,39252,DNIT,DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,SIAFI
205,MT,MINISTÉRIO DOS TRANSPORTES,205,MT,MINISTÉRIO DOS TRANSPORTES,49200,MT,MINISTERIO DOS TRANSPORTES,SIAPE
205,MT,MINISTÉRIO DOS TRANSPORTES,205,MT,MINISTÉRIO DOS TRANSPORTES,49200,MTR,MINISTERIO DOS TRANSPORTES,SIAPE
205,MT,MINISTÉRIO DOS TRANSPORTES,158,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,39250,ANTT,ANTT,SIAPE
205,MT,MINISTÉRIO DOS TRANSPORTES,160,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,39252,DNIT,DNIT,SIAPE
205,MT,MINISTÉRIO DOS TRANSPORTES,93,VALEC,"VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S.A. ",93,VALEC,"VALEC - Engenharia, Construções e Ferrovias S.A.",SIORG
205,MT,MINISTÉRIO DOS TRANSPORTES,205,MT,MINISTÉRIO DOS TRANSPORTES,205,MT,Ministério dos Transportes,SIORG
205,MT,MINISTÉRIO DOS TRANSPORTES,160,DNIT,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,160,DNIT,Departamento Nacional de Infraestrutura de Transportes,SIORG
205,MT,MINISTÉRIO DOS TRANSPORTES,158,ANTT,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,158,ANTT,Agência Nacional de Transportes Terrestres,SIORG
207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,22,FUNDACENTRO,"FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO",37201,FUNDACENTRO,FUND.JORGE D.FIGUEIREDO DE SEG.E MED DO TRAB.,SIAFI
207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,22,FUNDACENTRO,"FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO",57201,F.CENTRO,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,SIAPE
207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,33200,MTE,MINISTERIO DO TRABALHO E EMPREGO,SIAPE
207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,22,FUNDACENTRO,"FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO",22,FUNDACENTRO,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",SIORG
207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,207,MTE,MINISTÉRIO DO TRABALHO E EMPREGO,207,MTE,Ministério do Trabalho e Emprego,SIORG
177,MTUR,MINISTÉRIO DO TURISMO,177,MTUR,MINISTÉRIO DO TURISMO,54000,MTUR,MTUR,SIAPE
177,MTUR,MINISTÉRIO DO TURISMO,177,MTUR,MINISTÉRIO DO TURISMO,177,MTUR,Ministério do Turismo,SIORG
6,PR,PRESIDÊNCIA DA REPÚBLICA,89,VPR,VICE-PRESIDÊNCIA DA REPÚBLICA,20102,VPR,VICE-PRESIDENCIA DA REPUBLICA,SIAPE
6,PR,PRESIDÊNCIA DA REPÚBLICA,214,ABIN,Agência Brasileira de Inteligência,20114,ABIN,ABIN,SIAPE
6,PR,PRESIDÊNCIA DA REPÚBLICA,6,PR,PRESIDÊNCIA DA REPÚBLICA,20101,PR,PRESIDENCIA DA REPUBLICA,SIAPE
6,PR,PRESIDÊNCIA DA REPÚBLICA,6,PR,PRESIDÊNCIA DA REPÚBLICA,6,PR,Presidência da República,SIORG
6,PR,PRESIDÊNCIA DA REPÚBLICA,89,VPR,VICE-PRESIDÊNCIA DA REPÚBLICA,89,VPR,Vice-Presidência da República,SIORG
6,PR,PRESIDÊNCIA DA REPÚBLICA,214,ABIN,Agência Brasileira de Inteligência,214,ABIN,Agência Brasileira de Inteligência,SIORG
101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,162,EBSERH,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,26443,EBSERH,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,SIAFI
101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,162,EBSERH,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,162,EBSERH,Empresa Brasileira de Serviços Hospitalares,SIORG
